"applno","appltype","applpublicnotes","sponsorname","tecode"
75474,"ANDA",,"ANDA REPOSITORY",
75475,"ANDA",,"APOTEX INC",
75476,"ANDA",,"SANDOZ INC",
75477,"ANDA",,"CSPC OUYI PHARM CO",
75478,"ANDA",,"BARR",
75479,"ANDA",,"TEVA",
75480,"ANDA",,"MYLAN",
75481,"ANDA",,"AKORN INC",
75482,"ANDA",,"IVAX SUB TEVA PHARMS",
75483,"ANDA",,"WOCKHARDT LTD",
75484,"ANDA",,"HOSPIRA",
75485,"ANDA",,"WATSON LABS",
75486,"ANDA",,"WEST-WARD PHARMS INT",
75488,"ANDA",,"WEST-WARD PHARMS INT",
75491,"ANDA",,"MYLAN",
75492,"ANDA",,"VPNA",
75493,"ANDA",,"TEVA PHARMS USA",
75494,"ANDA",,"AKORN INC",
75496,"ANDA",,"SANDOZ INC",
75497,"ANDA",,"MYLAN",
75498,"ANDA",,"APOTEX",
75499,"ANDA",,"APOTEX INC",
75500,"ANDA",,"UPSHER-SMITH LABS",
75501,"ANDA",,"WATSON LABS",
75502,"ANDA",,"FOUGERA PHARMS",
75503,"ANDA",,"AKORN",
75504,"ANDA",,"TEVA",
75505,"ANDA",,"TEVA",
75506,"ANDA",,"TEVA",
75507,"ANDA",,"PHARMASCIENCE INC",
75508,"ANDA",,"TARO",
75509,"ANDA",,"MYLAN",
75510,"ANDA",,"WEST-WARD PHARMS INT",
75511,"ANDA",,"IVAX SUB TEVA PHARMS",
75512,"ANDA",,"IVAX SUB TEVA PHARMS",
75513,"ANDA",,"WEST-WARD PHARMS INT",
75514,"ANDA",,"WOCKHARDT BIO AG",
75515,"ANDA",,"SUN PHARM INDUSTRIES",
75517,"ANDA",,"EPIC PHARMA",
75518,"ANDA",,"ACTAVIS MID ATLANTIC",
75519,"ANDA",,"SANDOZ",
75520,"ANDA",,"TARO PHARM",
75521,"ANDA",,"APOTEX",
75522,"ANDA",,"DEXCEL LTD",
75523,"ANDA",,"SUN PHARM INDS LTD",
75524,"ANDA",,"AKORN INC",
75525,"ANDA",,"HI TECH PHARMA",
75526,"ANDA",,"SUN PHARM INDS INC",
75527,"ANDA",,"SANDOZ",
75528,"ANDA",,"PAR PHARM",
75529,"ANDA",,"PERRIGO PHARMA INTL",
75530,"ANDA",,"WEST-WARD PHARMS INT",
75536,"ANDA",,"TEVA",
75539,"ANDA",,"SANDOZ",
75541,"ANDA",,"EPIC PHARMA",
75542,"ANDA",,"BAXTER HLTHCARE CORP",
75543,"ANDA",,"TEVA",
75546,"ANDA",,"BAUSCH AND LOMB",
75547,"ANDA",,"WEST-WARD PHARMS INT",
75548,"ANDA",,"MAYNE PHARMA",
75549,"ANDA",,"WEST-WARD PHARMS INT",
75551,"ANDA",,"TEVA",
75552,"ANDA",,"MYLAN SPECIALITY LP",
75553,"ANDA",,"MYLAN SPECIALITY LP",
75555,"ANDA",,"TEVA PHARMS",
75556,"ANDA",,"SUN PHARM INDS LTD",
75557,"ANDA",,"TEVA",
75558,"ANDA",,"HOSPIRA",
75559,"ANDA",,"HOSPIRA",
75560,"ANDA",,"APOTEX INC",
75561,"ANDA",,"APOTEX INC",
75562,"ANDA",,"NEPHRON",
75563,"ANDA",,"OXFORD PHARMS",
75564,"ANDA",,"MYLAN",
75565,"ANDA",,"APOTEX INC",
75566,"ANDA",,"UPSHER-SMITH LABS",
75567,"ANDA",,"WEST-WARD PHARMS INT",
75568,"ANDA",,"MYLAN",
75569,"ANDA",,"TRACE LIFE",
75570,"ANDA",,"PERRIGO NEW YORK",
75571,"ANDA",,"HOSPIRA",
75572,"ANDA",,"NESHER PHARMS",
75574,"ANDA",,"ACTAVIS ELIZABETH",
75575,"ANDA",,"WATSON LABS INC",
75576,"ANDA",,"DR REDDYS LABS LTD",
75577,"ANDA",,"MYLAN PHARMS INC",
75578,"ANDA",,"TEVA PHARMS USA",
75579,"ANDA",,"SANDOZ",
75580,"ANDA",,"APOTEX",
75581,"ANDA",,"TEVA",
75582,"ANDA",,"SANDOZ",
75583,"ANDA",,"APOTHECON",
75584,"ANDA",,"SANDOZ",
75585,"ANDA",,"BAUSCH AND LOMB",
75586,"ANDA",,"WOCKHARDT",
75588,"ANDA",,"CONTRACT PHARMACAL",
75589,"ANDA",,"PERRIGO PHARMA INTL",
75590,"ANDA",,"SANDOZ",
75591,"ANDA",,"BAXTER HLTHCARE",
75592,"ANDA",,"TEVA PHARMS",
75593,"ANDA",,"DR REDDYS LABS LTD",
75594,"ANDA",,"AESGEN",
75595,"ANDA",,"ACTAVIS ELIZABETH",
75597,"ANDA",,"MYLAN",
75598,"ANDA",,"PERRIGO",
75600,"ANDA",,"PADDOCK LLC",
75602,"ANDA",,"AKORN",
75604,"ANDA",,"ACTAVIS LABS FL INC",
75606,"ANDA",,"PHARM ASSOC",
75607,"ANDA",,"SANDOZ",
75609,"ANDA",,"NESHER PHARMS",
75610,"ANDA",,"APOTEX",
75611,"ANDA",,"APOTEX",
75613,"ANDA",,"SANDOZ",
75614,"ANDA",,"IVAX SUB TEVA PHARMS",
75615,"ANDA",,"APOTEX INC",
75616,"ANDA",,"WATSON LABS",
75618,"ANDA",,"HIKMA INTL PHARMS",
75619,"ANDA",,"AVACOR PRODS",
75620,"ANDA",,"APOTHECON",
75621,"ANDA",,"SANDOZ INC",
75622,"ANDA",,"ATHENEX INC",
75624,"ANDA",,"MYLAN",
75626,"ANDA",,"APOTEX INC",
75627,"ANDA",,"TEVA PARENTERAL",
75629,"ANDA",,"SPECGX LLC",
75630,"ANDA",,"MEDIMETRIKS PHARMS",
75631,"ANDA",,"BAXTER HLTHCARE CORP",
75632,"ANDA",,"IVAX SUB TEVA PHARMS",
75633,"ANDA",,"TARO",
75634,"ANDA",,"ATHENEX INC",
75635,"ANDA",,"MYLAN",
75636,"ANDA",,"SANDOZ",
75637,"ANDA",,"BAXTER HLTHCARE CORP",
75638,"ANDA",,"TARO",
75639,"ANDA",,"SUN PHARM INDUSTRIES",
75640,"ANDA",,"MYLAN",
75641,"ANDA",,"APOTHECON",
75642,"ANDA",,"APOTHECON",
75643,"ANDA",,"CASI PHARMS INC",
75644,"ANDA",,"TEVA PHARMS",
75646,"ANDA",,"YAOPHARMA CO LTD",
75647,"ANDA",,"MAYNE PHARMA",
75650,"ANDA",,"ACTAVIS ELIZABETH",
75651,"ANDA",,"ATHENEX INC",
75656,"ANDA",,"WATSON LABS",
75657,"ANDA",,"TARO",
75658,"ANDA",,"SPECGX LLC",
75659,"ANDA",,"WATSON LABS",
75660,"ANDA",,"WEST-WARD PHARMS INT",
75661,"ANDA",,"DR REDDYS LA",
75662,"ANDA",,"WATSON LABS",
75663,"ANDA",,"IMPAX PHARMS",
75664,"ANDA",,"NEPHRON",
75665,"ANDA",,"TEVA",
75666,"ANDA",,"PERRIGO NEW YORK",
75667,"ANDA",,"SANDOZ",
75668,"ANDA",,"ANI PHARMS INC",
75669,"ANDA",,"HOSPIRA",
75671,"ANDA",,"PAR PHARM",
75672,"ANDA",,"ACTAVIS ELIZABETH",
75673,"ANDA",,"TARO",
75674,"ANDA",,"MYLAN",
75677,"ANDA",,"APOTEX INC",
75678,"ANDA",,"ACTAVIS ELIZABETH",
75679,"ANDA",,"MYLAN",
75681,"ANDA",,"TEVA PHARMS",
75682,"ANDA",,"DR REDDYS LA",
75684,"ANDA",,"ATHENEX INC",
75685,"ANDA",,"MYLAN",
75686,"ANDA",,"TEVA",
75687,"ANDA",,"TARO PHARM INDS",
75689,"ANDA",,"FRESENIUS KABI USA",
75690,"ANDA",,"ACTAVIS MID ATLANTIC",
75693,"ANDA",,"RITEDOSE CORP",
75694,"ANDA",,"ACTAVIS ELIZABETH",
75695,"ANDA",,"BAXTER HLTHCARE CORP",
75696,"ANDA",,"ACTAVIS ELIZABETH",
75697,"ANDA",,"BAXTER HLTHCARE CORP",
75698,"ANDA",,"FRESENIUS KABI USA",
75702,"ANDA",,"BAUSCH AND LOMB",
75703,"ANDA",,"APOTEX INC",
75704,"ANDA",,"MYLAN",
75705,"ANDA",,"HOSPIRA",
75706,"ANDA",,"ACTAVIS LABS FL INC",
75707,"ANDA",,"APOTHECON",
75708,"ANDA",,"APOTHECON",
75709,"ANDA",,"FRESENIUS KABI USA",
75710,"ANDA",,"IMPAX LABS INC",
75712,"ANDA",,"TORRENT PHARMS",
75713,"ANDA",,"SUN PHARM INDS INC",
75714,"ANDA",,"WOCKHARDT BIO AG",
75715,"ANDA",,"PERRIGO",
75716,"ANDA",,"MYLAN PHARMS INC",
75717,"ANDA",,"APOTEX INC",
75718,"ANDA",,"DR REDDYS LABS LTD",
75719,"ANDA",,"IVAX SUB TEVA PHARMS",
75720,"ANDA",,"SANDOZ INC",
75721,"ANDA",,"GENZYME",
75725,"ANDA",,"MYLAN",
75726,"ANDA",,"MALLINCKRODT",
75727,"ANDA",,"G AND W LABS INC",
75728,"ANDA",,"PERRIGO",
75729,"ANDA",,"ABBVIE",
75730,"ANDA",,"TEVA PARENTERAL",
75731,"ANDA",,"TARO PHARM",
75733,"ANDA",,"NOVAST LABS",
75734,"ANDA",,"BARR",
75735,"ANDA",,"GAVIS PHARMS",
75736,"ANDA",,"IVAX SUB TEVA PHARMS",
75737,"ANDA",,"PERRIGO NEW YORK",
75738,"ANDA",,"MALLINCKRODT",
75739,"ANDA",,"WEST-WARD PHARMS INT",
75740,"ANDA",,"IVAX SUB TEVA PHARMS",
75742,"ANDA",,"DR REDDYS LABS LTD",
75743,"ANDA",,"PRINSTON INC",
75746,"ANDA",,"LUITPOLD",
75747,"ANDA",,"SUN PHARM INDS LTD",
75749,"ANDA",,"INTL MEDICATION",
75750,"ANDA",,"PLIVA",
75751,"ANDA",,"FOUGERA PHARMS",
75752,"ANDA",,"IVAX SUB TEVA PHARMS",
75753,"ANDA",,"RHODES PHARMS",
75755,"ANDA",,"MYLAN",
75757,"ANDA",,"SANDOZ",
75758,"ANDA",,"DR REDDYS LABS LTD",
75759,"ANDA",,"MYLAN",
75761,"ANDA",,"FRESENIUS KABI USA",
75762,"ANDA",,"BEDFORD",
75763,"ANDA",,"IVAX SUB TEVA PHARMS",
75764,"ANDA",,"TEVA PHARMS USA",
75765,"ANDA",,"TEVA",
75766,"ANDA",,"FRESENIUS MEDCL",
75768,"ANDA",,"MYLAN",
75769,"ANDA",,"MYLAN LABS LTD",
75772,"ANDA",,"WEST-WARD PHARMS INT",
75773,"ANDA",,"FRESENIUS KABI USA",
75774,"ANDA",,"PERRIGO NEW YORK",
75775,"ANDA",,"ELAN PHARM",
75776,"ANDA",,"IVAX SUB TEVA PHARMS",
75780,"ANDA",,"CIPLA LTD",
75782,"ANDA",,"VISTAPHARM",
75783,"ANDA",,"TEVA",
75784,"ANDA",,"FRESENIUS KABI USA",
75785,"ANDA",,"IMPAX LABS",
75786,"ANDA",,"WOCKHARDT LTD",
75787,"ANDA",,"SUN PHARM INDUSTRIES",
75788,"ANDA",,"TARO PHARM INDS",
75789,"ANDA",,"WEST-WARD PHARMS INT",
75790,"ANDA",,"MYLAN",
75791,"ANDA",,"SANDOZ",
75792,"ANDA",,"ATHENEX INC",
75793,"ANDA",,"SANDOZ",
75794,"ANDA",,"PERRIGO",
75795,"ANDA",,"APOTEX",
75796,"ANDA",,"DURAMED PHARMS BARR",
75797,"ANDA",,"MAYNE PHARMA",
75798,"ANDA",,"VINTAGE PHARMS",
75799,"ANDA",,"WEST-WARD PHARMS INT",
75800,"ANDA",,"MYLAN",
75803,"ANDA",,"BARR",
75804,"ANDA",,"BARR",
75805,"ANDA",,"CARLSBAD",
75806,"ANDA",,"MYLAN PHARMS INC",
75807,"ANDA",,"SANDOZ",
75808,"ANDA",,"BARR",
75809,"ANDA",,"DURAMED PHARMS BARR",
75810,"ANDA",,"BARR",
75811,"ANDA",,"FRESENIUS KABI USA",
75812,"ANDA",,"WEST-WARD PHARMS INT",
75813,"ANDA",,"FRESENIUS KABI USA",
75815,"ANDA",,"WOCKHARDT BIO AG",
75816,"ANDA",,"HOSPIRA",
75817,"ANDA",,"MYLAN",
75818,"ANDA",,"YAOPHARMA CO LTD",
75819,"ANDA",,"CMP PHARMA INC",
75820,"ANDA",,"ACTAVIS LABS FL INC",
75822,"ANDA",,"PFIZER",
75823,"ANDA",,"TEVA PARENTERAL",
75824,"ANDA",,"WEST-WARD PHARMS INT",
75825,"ANDA",,"ATHENEX INC",
75826,"ANDA",,"FRESENIUS KABI USA",
75827,"ANDA",,"TEVA",
75828,"ANDA",,"ACTAVIS ELIZABETH",
75829,"ANDA",,"WATSON LABS FLORIDA",
75830,"ANDA",,"HOSPIRA",
75831,"ANDA",,"MYLAN",
75834,"ANDA",,"BAXTER HLTHCARE",
75835,"ANDA",,"BAUSCH AND LOMB INC",
75836,"ANDA",,"FRESENIUS KABI USA",
75837,"ANDA",,"FRESENIUS KABI USA",
75838,"ANDA",,"ABLE",
75839,"ANDA",,"APOTEX INC",
75840,"ANDA",,"DURAMED PHARMS BARR",
75841,"ANDA",,"HOSPIRA",
75842,"ANDA",,"SANDOZ",
75843,"ANDA",,"ACTAVIS ELIZABETH",
75844,"ANDA",,"SUN PHARM INDS INC",
75845,"ANDA",,"SANDOZ",
75846,"ANDA",,"IVAX SUB TEVA PHARMS",
75847,"ANDA",,"MYLAN PHARMS INC",
75848,"ANDA",,"WATSON LABS",
75849,"ANDA",,"TEVA",
75850,"ANDA",,"SANDOZ",
75851,"ANDA",,"MYLAN",
75852,"ANDA",,"WEST-WARD PHARMS INT",
75853,"ANDA",,"HOSPIRA",
75855,"ANDA",,"DR REDDYS LABS LTD",
75856,"ANDA",,"HOSPIRA",
75857,"ANDA",,"HOSPIRA",
75858,"ANDA",,"WEST-WARD PHARMS INT",
75860,"ANDA",,"FOUGERA PHARMS",
75861,"ANDA",,"LUITPOLD",
75862,"ANDA",,"BARR",
75863,"ANDA",,"BARR",
75865,"ANDA",,"IVAX SUB TEVA PHARMS",
75866,"ANDA",,"BARR",
75867,"ANDA",,"ROXANE",
75868,"ANDA",,"IMPAX LABS",
75869,"ANDA",,"TEVA",
75870,"ANDA",,"HOSPIRA",
75871,"ANDA",,"UPSHER-SMITH LABS",
75872,"ANDA",,"TEVA",
75873,"ANDA",,"WEST-WARD PHARMS INT",
75874,"ANDA",,"TEVA PHARMS USA",
75875,"ANDA",,"TARO",
75876,"ANDA",,"MYLAN",
75877,"ANDA",,"IMPAX LABS",
75880,"ANDA",,"BAXTER HLTHCARE",
75881,"ANDA",,"TEVA PHARMS USA",
75882,"ANDA",,"ANI PHARMS INC",
75883,"ANDA",,"TARO",
75884,"ANDA",,"HOSPIRA",
75885,"ANDA",,"HOSPIRA",
75887,"ANDA",,"UPSHER-SMITH LABS",
75888,"ANDA",,"UPSHER-SMITH LABS",
75889,"ANDA",,"MYLAN",
75890,"ANDA",,"HIKMA",
75893,"ANDA",,"TEVA",
75894,"ANDA",,"WATSON LABS",
75895,"ANDA",,"BAXTER HLTHCARE",
75896,"ANDA",,"SUN PHARM INDUSTRIES",
75897,"ANDA",,"ANI PHARMS INC",
75898,"ANDA",,"ANI PHARMS INC",
75899,"ANDA",,"SYNTHON PHARMS",
75900,"ANDA",,"ECI PHARMS LLC",
75901,"ANDA",,"ACTAVIS ELIZABETH",
75902,"ANDA",,"APOTEX",
75903,"ANDA",,"SANDOZ",
75905,"ANDA",,"HOSPIRA",
75906,"ANDA",,"FRESENIUS KABI USA",
75907,"ANDA",,"PRINSTON INC",
75909,"ANDA",,"DR REDDYS LABS LTD",
75910,"ANDA",,"ACTAVIS ELIZABETH",
75911,"ANDA",,"APOTEX INC",
75912,"ANDA",,"APOTEX",
75913,"ANDA",,"IMPAX LABS",
75914,"ANDA",,"IMPAX LABS",
75915,"ANDA",,"PERRIGO",
75916,"ANDA",,"IMPAX LABS INC",
75918,"ANDA",,"MYLAN LABS LTD",
75919,"ANDA",,"FOUGERA PHARMS",
75920,"ANDA",,"SPECGX LLC",
75924,"ANDA",,"PHARM ASSOC",
75926,"ANDA",,"SANDOZ",
75927,"ANDA",,"AMNEAL PHARMS NY",
75928,"ANDA",,"APOTEX INC",
75929,"ANDA",,"VINTAGE PHARMS",
75932,"ANDA",,"SANDOZ",
75934,"ANDA",,"MYLAN PHARMS INC",
75935,"ANDA",,"MYLAN",
75936,"ANDA",,"FRESENIUS KABI USA",
75938,"ANDA",,"VINTAGE PHARMS",
75939,"ANDA",,"ANI PHARMS INC",
75940,"ANDA",,"HOSPIRA",
75941,"ANDA",,"BIO NUCLEONICS",
75942,"ANDA",,"APOTEX INC",
75943,"ANDA",,"ANI PHARMS INC",
75944,"ANDA",,"SUN PHARM INDS LTD",
75945,"ANDA",,"MYLAN PHARMS INC",
75947,"ANDA",,"ACTAVIS ELIZABETH",
75948,"ANDA",,"APOTEX INC",
75950,"ANDA",,"MYLAN",
75951,"ANDA",,"BARR",
75953,"ANDA",,"TARO",
75955,"ANDA",,"HOSPIRA",
75957,"ANDA",,"TEVA PHARMS USA",
75958,"ANDA",,"HI TECH PHARMA",
75959,"ANDA",,"TEVA PHARMS USA",
75960,"ANDA",,"ACTAVIS ELIZABETH",
75961,"ANDA",,"WATSON LABS FLORIDA",
75962,"ANDA",,"WATSON LABS",
75963,"ANDA",,"IVAX SUB TEVA PHARMS",
75964,"ANDA",,"SUN PHARM INDS INC",
75965,"ANDA",,"SANDOZ",
75967,"ANDA",,"SUN PHARM INDS INC",
75968,"ANDA",,"FOSUN PHARMA",
75969,"ANDA",,"MYLAN PHARMS INC",
75971,"ANDA",,"BARR",
75972,"ANDA",,"CHARTWELL LIFE SCI",
75973,"ANDA",,"MYLAN",
75974,"ANDA",,"ASTA",
75975,"ANDA",,"IVAX SUB TEVA PHARMS",
75976,"ANDA",,"MYLAN",
75977,"ANDA",,"TEVA",
75978,"ANDA",,"TEVA",
75979,"ANDA",,"WATSON LABS",
75980,"ANDA",,"MYLAN PHARMS INC",
75981,"ANDA",,"APOTEX",
75982,"ANDA",,"PLIVA",
75983,"ANDA",,"SPECGX LLC",
75984,"ANDA",,"APOTEX",
75985,"ANDA",,"SANDOZ",
75986,"ANDA",,"MYLAN",
75987,"ANDA",,"APOTEX INC",
75988,"ANDA",,"CHARTWELL RX",
75989,"ANDA",,"PERRIGO PHARMA INTL",
75990,"ANDA",,"ACTAVIS LABS FL INC",
75991,"ANDA",,"CARLSBAD",
75992,"ANDA",,"WEST-WARD PHARMS INT",
75993,"ANDA",,"LANNETT CO INC",
75994,"ANDA",,"CASI PHARMS INC",
75995,"ANDA",,"PERRIGO",
75997,"ANDA",,"WEST-WARD PHARMS INT",
75998,"ANDA",,"SUN PHARM INDUSTRIES",
75999,"ANDA",,"SANDOZ",
76000,"ANDA",,"TEVA PHARMS",
76001,"ANDA",,"TEVA PHARMS USA",
76002,"ANDA",,"ACTAVIS MID ATLANTIC",
76003,"ANDA",,"AMNEAL PHARMS",
76004,"ANDA",,"APOTEX INC",
76005,"ANDA",,"TARO",
76006,"ANDA",,"DR REDDYS LABS LTD",
76007,"ANDA",,"SUN PHARM INDS LTD",
76008,"ANDA",,"MYLAN",
76009,"ANDA",,"CHARTWELL MOLECULES",
76011,"ANDA",,"PERRIGO PHARMA INTL",
76012,"ANDA",,"INTL MEDICATED",
76013,"ANDA",,"INTL MEDICATED",
76015,"ANDA",,"PHARM ASSOC",
76017,"ANDA",,"IVAX SUB TEVA PHARMS",
76018,"ANDA",,"BEDFORD",
76019,"ANDA",,"HOSPIRA",
76020,"ANDA",,"INTL MEDICATION",
76021,"ANDA",,"RANBAXY LABS LTD",
76022,"ANDA",,"CARLSBAD",
76023,"ANDA",,"TEVA",
76024,"ANDA",,"FOSUN PHARMA",
76025,"ANDA",,"BAUSCH AND LOMB",
76027,"ANDA",,"ROXANE",
76028,"ANDA",,"TEVA PHARMS USA",
76029,"ANDA",,"PERRIGO",
76030,"ANDA",,"ANI PHARMS INC",
76032,"ANDA",,"ABLE",
76033,"ANDA",,"ATLAS PHARMS LLC",
76035,"ANDA",,"TEVA PHARMS USA",
76036,"ANDA",,"MYLAN",
76037,"ANDA",,"TEVA",
76038,"ANDA",,"SUN PHARM INDUSTRIES",
76041,"ANDA",,"SUN PHARM INDS LTD",
76042,"ANDA",,"MYLAN PHARMS INC",
76043,"ANDA",,"TARO",
76044,"ANDA",,"NESHER PHARMS",
76045,"ANDA",,"SUN PHARM INDS LTD",
76047,"ANDA",,"CONTRACT PHARMACAL",
76048,"ANDA",,"APOTEX",
76049,"ANDA",,"ACTAVIS LABS FL INC",
76050,"ANDA",,"PERRIGO PHARMA INTL",
76051,"ANDA",,"BAXTER HLTHCARE CORP",
76052,"ANDA",,"IVAX SUB TEVA PHARMS",
76056,"ANDA",,"TEVA",
76057,"ANDA",,"BARR",
76058,"ANDA",,"SUN PHARM INDS LTD",
76059,"ANDA",,"WATSON LABS",
76061,"ANDA",,"PAR PHARM",
76062,"ANDA",,"VIVIMED GLOBAL",
76063,"ANDA",,"HIKMA INTL PHARMS",
76064,"ANDA",,"BARR",
76065,"ANDA",,"FOUGERA PHARMS",
76067,"ANDA",,"PERRIGO NEW YORK",
76068,"ANDA",,"WEST-WARD PHARMS INT",
76070,"ANDA",,"VALEANT PHARMS NORTH",
76071,"ANDA",,"MYLAN",
76072,"ANDA",,"ANI PHARMS INC",
76073,"ANDA",,"WATSON LABS",
76075,"ANDA",,"CASI PHARMS INC",
76077,"ANDA",,"IVAX SUB TEVA PHARMS",
76078,"ANDA",,"FRESENIUS KABI USA",
76081,"ANDA",,"BARR",
76086,"ANDA",,"ANI PHARMS INC",
76087,"ANDA",,"WEST-WARD PHARMS INT",
76088,"ANDA",,"BEN VENUE",
76089,"ANDA",,"IVAX SUB TEVA PHARMS",
76090,"ANDA",,"PERRIGO NEW YORK",
76092,"ANDA",,"MYLAN INSTITUTIONAL",
76093,"ANDA",,"LARKEN LABS",
76094,"ANDA",,"IVAX SUB TEVA PHARMS",
76095,"ANDA",,"IVAX SUB TEVA PHARMS",
76096,"ANDA",,"FOUGERA PHARMS",
76097,"ANDA",,"APOTEX INC",
76099,"ANDA",,"WEST-WARD PHARMS INT",
76100,"ANDA",,"SUN PHARM INDUSTRIES",
76101,"ANDA",,"SANDOZ",
76102,"ANDA",,"APOTEX INC",
76103,"ANDA",,"BAUSCH AND LOMB",
76104,"ANDA",,"SANDOZ",
76105,"ANDA",,"BARR",
76108,"ANDA",,"HOSPIRA",
76109,"ANDA",,"APOTEX INC",
76110,"ANDA",,"TEVA",
76112,"ANDA",,"DR REDDYS LABS INC",
76113,"ANDA",,"MYLAN",
76114,"ANDA",,"ABLE",
76116,"ANDA",,"UPSHER-SMITH LABS",
76117,"ANDA",,"DR REDDYS LABS INC",
76118,"ANDA",,"PRINSTON INC",
76119,"ANDA",,"TEVA",
76120,"ANDA",,"SANDOZ",
76121,"ANDA",,"ABLE",
76122,"ANDA",,"MYLAN",
76123,"ANDA",,"PHARM ASSOC",
76124,"ANDA",,"ACTAVIS MID ATLANTIC",
76125,"ANDA",,"SUN PHARM INDUSTRIES",
76126,"ANDA",,"CARLSBAD",
76128,"ANDA",,"BAUSCH AND LOMB",
76129,"ANDA",,"MYLAN",
76130,"ANDA",,"DAVA PHARMS INC",
76131,"ANDA",,"HOSPIRA",
76132,"ANDA",,"IMPAX LABS",
76133,"ANDA",,"DR REDDYS LABS LTD",
76134,"ANDA",,"SUN PHARM INDS LTD",
76135,"ANDA",,"TEVA PHARMS USA",
76136,"ANDA",,"TEVA",
76137,"ANDA",,"MAYNE PHARMA",
76138,"ANDA",,"NOSTRUM LABS",
76139,"ANDA",,"TEVA",
76140,"ANDA",,"APOTEX INC",
76141,"ANDA",,"HI TECH PHARMA",
76143,"ANDA",,"APOTEX INC",
76144,"ANDA",,"INTL MEDICATED",
76145,"ANDA",,"FRESENIUS KABI USA",
76150,"ANDA",,"INTL MEDICATION SYS",
76151,"ANDA",,"APOTEX",
76152,"ANDA",,"MYLAN",
76153,"ANDA",,"TEVA PHARMS USA",
76154,"ANDA",,"MYLAN",
76155,"ANDA",,"APOTEX INC",
76156,"ANDA",,"APOTEX INC",
76157,"ANDA",,"AVEVA",
76159,"ANDA",,"PAR PHARM",
76161,"ANDA",,"DAVA PHARMS INC",
76162,"ANDA",,"WATSON LABS TEVA",
76163,"ANDA",,"TEVA PHARMS USA",
76164,"ANDA",,"PRINSTON INC",
76165,"ANDA",,"CR DOUBLE CRANE",
76166,"ANDA",,"MYLAN TECHNOLOGIES",
76168,"ANDA",,"TEVA",
76169,"ANDA",,"BARR",
76170,"ANDA",,"BARR",
76171,"ANDA",,"FOUGERA PHARMS",
76172,"ANDA",,"ACTAVIS LABS FL INC",
76173,"ANDA",,"IMPAX LABS",
76174,"ANDA",,"TARO",
76175,"ANDA",,"SANDOZ",
76176,"ANDA",,"MYLAN PHARMS INC",
76177,"ANDA",,"MAYNE PHARMA",
76178,"ANDA",,"SANDOZ",
76179,"ANDA",,"ACTAVIS LABS FL INC",
76180,"ANDA",,"PRINSTON INC",
76182,"ANDA",,"TEVA",
76183,"ANDA",,"DR REDDYS LABS LTD",
76184,"ANDA",,"TEVA PHARMS",
76185,"ANDA",,"MYLAN INSTITUTIONAL",
76186,"ANDA",,"USL PHARMA",
76187,"ANDA",,"MYLAN",
76188,"ANDA",,"UPSHER-SMITH LABS",
76189,"ANDA",,"UPSHER-SMITH LABS",
76191,"ANDA",,"BARR",
76192,"ANDA",,"CASI PHARMS INC",
76193,"ANDA",,"NESHER PHARMS",
76194,"ANDA",,"WATSON LABS",
76195,"ANDA",,"PERRIGO",
76196,"ANDA",,"ROXANE",
76198,"ANDA",,"BARR",
76200,"ANDA",,"OHM LABS",
76201,"ANDA",,"DEXCEL LTD",
76202,"ANDA",,"GAVIS PHARMS",
76203,"ANDA",,"KADMON PHARMS LLC",
76204,"ANDA",,"TEVA",
76206,"ANDA",,"ROCKWELL MEDCL",
76207,"ANDA",,"FRESENIUS KABI USA",
76208,"ANDA",,"ACTAVIS LABS FL INC",
76209,"ANDA",,"AMPHASTAR PHARM",
76211,"ANDA",,"TEVA",
76212,"ANDA",,"APOTEX",
76213,"ANDA",,"ROXANE",
76214,"ANDA",,"APOTEX",
76215,"ANDA",,"FOUGERA PHARMS",
76216,"ANDA",,"TARO",
76217,"ANDA",,"MYLAN INSTITUTIONAL",
76218,"ANDA",,"PAR PHARM",
76219,"ANDA",,"UPSHER-SMITH LABS",
76220,"ANDA",,"RANBAXY LABS LTD",
76221,"ANDA",,"BARR LABS INC",
76222,"ANDA",,"WEST-WARD PHARMS INT",
76223,"ANDA",,"SANDOZ",
76224,"ANDA",,"MYLAN",
76225,"ANDA",,"MAYNE PHARMA",
76226,"ANDA",,"PAR PHARM",
76228,"ANDA",,"TEVA",
76229,"ANDA",,"TARO PHARM INDS",
76230,"ANDA",,"PRINSTON INC",
76231,"ANDA",,"SANDOZ INC",
76232,"ANDA",,"AKORN",
76233,"ANDA",,"HOSPIRA",
76234,"ANDA",,"IMPAX PHARMS",
76235,"ANDA",,"FRESENIUS KABI USA",
76236,"ANDA",,"BARR",
76237,"ANDA",,"BARR",
76238,"ANDA",,"BARR",
76239,"ANDA",,"EI INC",
76240,"ANDA",,"APOTEX INC",
76241,"ANDA",,"ACTAVIS ELIZABETH",
76242,"ANDA",,"WEST-WARD PHARMS INT",
76243,"ANDA",,"MYLAN PHARMS INC",
76244,"ANDA",,"IVAX SUB TEVA PHARMS",
76246,"ANDA",,"WEST-WARD PHARMS INT",
76249,"ANDA",,"IMPAX LABS",
76250,"ANDA",,"BARR",
76251,"ANDA",,"BARR",
76252,"ANDA",,"TEVA",
76254,"ANDA",,"SANDOZ INC",
76255,"ANDA",,"DR REDDYS LABS LTD",
